Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2017,Darebin,A Crimes against the person,A30 Sexual offences,156
2017,Darebin,A Crimes against the person,A40 Abduction and related offences,7
2017,Darebin,A Crimes against the person,A50 Robbery,88
2017,Darebin,A Crimes against the person,A60 Blackmail and extortion,4
2017,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",144
2017,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,112
2017,Darebin,B Property and deception offences,B10 Arson,43
2017,Darebin,B Property and deception offences,B20 Property damage,730
2017,Darebin,B Property and deception offences,B30 Burglary/Break and enter,"1,403"
2017,Darebin,B Property and deception offences,B40 Theft,"4,377"
2017,Darebin,B Property and deception offences,B50 Deception,177
2017,East Gippsland,A Crimes against the person,A20 Assault and related offences,500
2017,East Gippsland,A Crimes against the person,A30 Sexual offences,70
2017,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",71
2017,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,40
2017,East Gippsland,B Property and deception offences,B10 Arson,14
2017,East Gippsland,B Property and deception offences,B20 Property damage,257
2017,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,170
2017,East Gippsland,B Property and deception offences,B40 Theft,381
2017,East Gippsland,B Property and deception offences,B50 Deception,23
2017,Frankston,A Crimes against the person,A20 Assault and related offences,"1,177"
2017,Frankston,A Crimes against the person,A30 Sexual offences,258
2017,Frankston,A Crimes against the person,A40 Abduction and related offences,11
2017,Frankston,A Crimes against the person,A50 Robbery,73
2017,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",178
2017,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,118
2017,Frankston,B Property and deception offences,B10 Arson,49
2017,Frankston,B Property and deception offences,B20 Property damage,824
2017,Frankston,B Property and deception offences,B30 Burglary/Break and enter,850
2017,Frankston,B Property and deception offences,B40 Theft,"2,336"
2017,Frankston,B Property and deception offences,B50 Deception,89
2017,Gannawarra,A Crimes against the person,A20 Assault and related offences,68
2017,Gannawarra,A Crimes against the person,A30 Sexual offences,13
2017,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2017,Gannawarra,B Property and deception offences,B20 Property damage,31
2017,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,29
2017,Gannawarra,B Property and deception offences,B40 Theft,85
2017,Glen Eira,A Crimes against the person,A10 Homicide and related offences,5
2017,Glen Eira,A Crimes against the person,A20 Assault and related offences,545
2017,Glen Eira,A Crimes against the person,A30 Sexual offences,142
2017,Glen Eira,A Crimes against the person,A50 Robbery,30
2017,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",96
2017,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,24
2017,Glen Eira,B Property and deception offences,B10 Arson,14
2017,Glen Eira,B Property and deception offences,B20 Property damage,423
2017,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,754
2017,Glen Eira,B Property and deception offences,B40 Theft,"1,892"
2017,Glen Eira,B Property and deception offences,B50 Deception,76
2017,Glenelg,A Crimes against the person,A20 Assault and related offences,192
2017,Glenelg,A Crimes against the person,A30 Sexual offences,63
2017,Glenelg,A Crimes against the person,A50 Robbery,4
2017,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",18
2017,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14
2017,Glenelg,B Property and deception offences,B10 Arson,7
2017,Glenelg,B Property and deception offences,B20 Property damage,157
2017,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,79
2017,Glenelg,B Property and deception offences,B40 Theft,206
2017,Golden Plains,A Crimes against the person,A20 Assault and related offences,49
2017,Golden Plains,A Crimes against the person,A30 Sexual offences,29
2017,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2017,Golden Plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2017,Golden Plains,B Property and deception offences,B10 Arson,10
2017,Golden Plains,B Property and deception offences,B20 Property damage,28
2017,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,93
2017,Golden Plains,B Property and deception offences,B40 Theft,112
2017,Greater Bendigo,A Crimes against the person,A10 Homicide and related offences,7
2017,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,820
2017,Greater Bendigo,A Crimes against the person,A30 Sexual offences,222
2017,Greater Bendigo,A Crimes against the person,A40 Abduction and related offences,5
2017,Greater Bendigo,A Crimes against the person,A50 Robbery,17
2017,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",95
2017,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,76
2017,Greater Bendigo,B Property and deception offences,B10 Arson,31
2017,Greater Bendigo,B Property and deception offences,B20 Property damage,524
2017,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,533
2017,Greater Bendigo,B Property and deception offences,B40 Theft,"1,398"
2017,Greater Bendigo,B Property and deception offences,B50 Deception,62
2017,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,14
2017,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,807"
2017,Greater Dandenong,A Crimes against the person,A30 Sexual offences,274
2017,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,25
2017,Greater Dandenong,A Crimes against the person,A50 Robbery,153
2017,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,10
2017,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",266
2017,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,168
2017,Greater Dandenong,B Property and deception offences,B10 Arson,55
2017,Greater Dandenong,B Property and deception offences,B20 Property damage,889
2017,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,991
2017,Greater Dandenong,B Property and deception offences,B40 Theft,"3,368"
2017,Greater Dandenong,B Property and deception offences,B50 Deception,126
2017,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,6
2017,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,554"
2017,Greater Geelong,A Crimes against the person,A30 Sexual offences,293
2017,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,6
2017,Greater Geelong,A Crimes against the person,A50 Robbery,74
2017,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",267
2017,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,154
2017,Greater Geelong,B Property and deception offences,B10 Arson,122
2017,Greater Geelong,B Property and deception offences,B20 Property damage,"1,305"
2017,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,"1,853"
2017,Greater Geelong,B Property and deception offences,B40 Theft,"4,368"
2017,Greater Geelong,B Property and deception offences,B50 Deception,161
2017,Greater Shepparton,A Crimes against the person,A10 Homicide and related offences,5
2017,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,698
2017,Greater Shepparton,A Crimes against the person,A30 Sexual offences,138
2017,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,13
2017,Greater Shepparton,A Crimes against the person,A50 Robbery,14
2017,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",113
2017,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75
2017,Greater Shepparton,B Property and deception offences,B10 Arson,29
2017,Greater Shepparton,B Property and deception offences,B20 Property damage,418
2017,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,404
2017,Greater Shepparton,B Property and deception offences,B40 Theft,"1,048"
2017,Greater Shepparton,B Property and deception offences,B50 Deception,73
2017,Hepburn,A Crimes against the person,A20 Assault and related offences,71
2017,Hepburn,A Crimes against the person,A30 Sexual offences,17
2017,Hepburn,A Crimes against the person,A40 Abduction and related offences,5
2017,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",19
2017,Hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2017,Hepburn,B Property and deception offences,B10 Arson,11
2017,Hepburn,B Property and deception offences,B20 Property damage,29
2017,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,95
2017,Hepburn,B Property and deception offences,B40 Theft,173
2017,Hepburn,B Property and deception offences,B50 Deception,5
2017,Hindmarsh,A Crimes against the person,A20 Assault and related offences,55
2017,Hindmarsh,A Crimes against the person,A30 Sexual offences,12
2017,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2017,Hindmarsh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14
2017,Hindmarsh,B Property and deception offences,B20 Property damage,14
2017,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,27
2017,Hindmarsh,B Property and deception offences,B40 Theft,33
2017,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,479
2017,Hobsons Bay,A Crimes against the person,A30 Sexual offences,72
2017,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,9
2017,Hobsons Bay,A Crimes against the person,A50 Robbery,34
2017,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",116
2017,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2017,Hobsons Bay,B Property and deception offences,B10 Arson,27
2017,Hobsons Bay,B Property and deception offences,B20 Property damage,358
2017,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,321
